userName,score,at,content
Pengguna Google,4,2024-06-23 22:21:28,SANGAT MEMBANTU. SEMOGA KEDEPANNYA PELAYANAN LEBIH BAIK.
Pengguna Google,1,2024-06-23 20:23:10,"data seperti bpjs tidak bisa di lihat hanya data ktp doang ngapain digital2 segala harusnya semua data kita bisa di cek di aplikasi hebat ini termasuk sisa kredit yang ada di bank dan kridit kendaraan roda 2 atau 4, apk ini bikin susah masyarakat yang sudah berusia dibatas 50 th yang tidak punya hp dan bingung mengingat sandi atau passwod apk ini....😃"
Pengguna Google,1,2024-06-23 18:49:06,hemmm ko data udh disi malah ga bisa.. malah disuruh berkode ke petugasnya
Pengguna Google,1,2024-06-23 17:19:49,"apk jelek, gak bsa berfungsi kya dulu lagi, mana e open yg dulu, mana kota bekasi yg dulu"
Pengguna Google,2,2024-06-23 17:11:07,Tambah yg lengkap dong contoh nya akta kelahiran anak dll nya biar aras urus jadi lebih gampang Mohon segera update lagi perbanyak fitur nya
Pengguna Google,5,2024-06-23 13:59:00,Nama Bpk Ramandani ktp saya .
Pengguna Google,4,2024-06-23 13:39:55,Mantaapp
Pengguna Google,5,2024-06-23 12:27:13,Ok
Pengguna Google,5,2024-06-23 11:59:47,Semoga di permudah lewat aplikasi ini amin
Pengguna Google,1,2024-06-23 11:57:20,"Di buka, isinya menu.. di klil satu menu saja muter muter doang apa si isinya...hufffg binguuuung.."
Pengguna Google,5,2024-06-23 10:37:46,tambahkan fitur lupa pin supaya kami bisa meriset pin saat masuk ke aplikasi Ikd
Pengguna Google,5,2024-06-23 05:55:03,Sangat baik untk membantu masyarakat
Pengguna Google,1,2024-06-23 04:30:31,loginnya dipersulit
Pengguna Google,5,2024-06-23 03:27:07,Mantap
Pengguna Google,1,2024-06-23 03:04:04,Gak bisa di pakai udah daftar pun tak bisa login di uninstall ajja gak berguna padahal mau daftar kia buat anak tapi buang buang kuota ajja
Agus Bld,4,2024-06-22 21:33:19,Semangat
Pengguna Google,1,2024-06-22 20:09:30,Aplikasi rusak
Pengguna Google,5,2024-06-22 12:43:59,mantab
Pengguna Google,5,2024-06-22 11:56:26,Sangat membantu
Pengguna Google,1,2024-06-22 11:53:19,payah enggak bisa masuk
Pengguna Google,1,2024-06-22 11:19:56,Susah sekalih buat masuk aplikasi🤦🏻‍♀️
Pengguna Google,5,2024-06-22 10:30:36,Bisa menyimpan data saya mantap banget
Pengguna Google,1,2024-06-22 10:15:26,Yg bikin aplikasi anak smk jurusan tkj kali ya.. wkwkwk... Kerja kerja wooy..
Pengguna Google,3,2024-06-22 09:13:26,"Kalo ganti device, kok harus daftar lagi ya???? Harusnya kan tinggal masukin username dan password saja."
Pengguna Google,2,2024-06-22 06:08:34,Udah coba aplikasinya bagus sih udah bisa lihat data dokumen kk dan dokumen lainnya tp syang utk pilihan apps pelayanan sll minta login lagi pdhl sdh bnr pasword dan captha yg diinput ttp tp ssh untuk masuk/login nya..... Tolong diperbaiki lagi aplikasinya
Pengguna Google,5,2024-06-22 01:52:02,Sangat membantu
Pengguna Google,3,2024-06-22 01:23:46,Saya coba
Pengguna Google,1,2024-06-22 01:15:20,Ga berfungsi
Pengguna Google,1,2024-06-22 00:18:01,susah login
Pengguna Google,1,2024-06-21 23:42:41,Kalau gk bisa dipakek kenapa dibuat.... Coba masuk beraulang2 gak bisa
Pengguna Google,3,2024-06-21 22:53:21,Kalo pasword lupa gimana sihh yaaaa
Pengguna Google,5,2024-06-21 15:47:03,Mantap bagus tambahkan ajuan lainnya dan perpanjang untuk pengajuan Akta kelahiran untuk tidak di batasi biar bisa membantu warga terima kasih
Pengguna Google,1,2024-06-21 13:21:13,Sangat- sangat tidak membantu kita yang lagi kesulitan dalam nomor nik dan kk
Pengguna Google,3,2024-06-21 12:19:29,ada bug di saat registrasi lebih tepatnya saat pengambilan foto pada wajah mohon di perbaiki karna bagi masyarakat aplikasi ini cukup membantu untuk melihat ktp yg lebih jelas apabila ktp fisik sudah mulai rusak🙏🏻
Pengguna Google,1,2024-06-21 11:41:51,"Digital digital apanya , nanggung banget mau konsep serba digital kalo harus datang ke dukcapil juga mah percuma 👎👎👎"
Pengguna Google,1,2024-06-21 11:20:42,Kenapa QR nya gak di tampilkan publik sja. Yang males itu dateng ke dukcapil.saya lg ga d kampung.posisi lgi di bali.klu cuma pulang cuma ngambil scen QR males amat.
Pengguna Google,5,2024-06-21 10:19:01,Akurat dan terpercaya
Pengguna Google,1,2024-06-21 09:58:13,Saya tidak bisa buka apk ini karena sandi tidak bisa d gunakan
Pengguna Google,1,2024-06-21 08:50:57,Tidak berguna
Pengguna Google,4,2024-06-21 08:44:59,Lengkap dan cepat pelayanan lewat online
Pengguna Google,1,2024-06-21 08:18:23,Ga jls a.. Tegnologi biar makin ringkas.. Ini mlh d bikim ribet.. Welcome to konoha
Pengguna Google,1,2024-06-21 06:57:13,"Jelek sekali aplikasi ini, katanya sudah digital, artinya online dong, ya kan?, tapi aplikasi ini tetap meminta kita untuk mendatangi kantor capil secara offline untuk mendapatkan barcode validasi data 😂 jadi lucu... Mending ga usah online dulu deh 😂"
Pengguna Google,5,2024-06-21 04:02:53,Mantaaap dukcapil...!😍
Pengguna Google,5,2024-06-21 04:01:06,"Pelayanan di MPP terminal lantai 2 sangat memuaskan tidak kaku, petugasnya ramah dan humoris. Acnya dingin dan bersih. Trms."
Pengguna Google,2,2024-06-21 03:37:33,masih harus ngurus di dukcapil
Pengguna Google,5,2024-06-21 03:13:38,Terimakasih
Pengguna Google,5,2024-06-21 03:10:46,"Aplikasi sangat bagus dan mudah-mudahan nanti bisa terintegrasi dengan SIM, NPWP,. BPJS Kesehatan, BPJS Ketenagakerjaan, dlllnya ... Proses verifikasi di Disdukcapil Kecamatan Tambun Selatan hanya perlu waktu 10 menit sampai aplikasi sudah bisa digunakan ... Bintang 🌟🌟🌟🌟🌟 saya berikan"
Pengguna Google,5,2024-06-21 03:10:09,Idk mantap
Pengguna Google,5,2024-06-21 02:56:52,MANTAP...1 NIK terintegrasi semua
Pengguna Google,1,2024-06-21 02:25:07,Elek aplikasimu
Pengguna Google,1,2024-06-21 01:37:13,Mending ga usah bikin aplikasi kalau ujung2 nya harus ke kantor guna nya aplikasi tuh biar memudahkan untuk pembuatan secara online ini mah sama aja
Pengguna Google,1,2024-06-21 01:03:15,"Namanya online itu segala sesuatu nya ya tidak di lakukan di kantor, lah ini buat aplikasi harus scan qr code ke dukcapil ya sama aja tidak praktis"
Pengguna Google,1,2024-06-21 00:54:49,aplikasi ga guna!
Pengguna Google,1,2024-06-21 00:19:23,Parah nih saya harus ngantri di kantor capil ambil scan barcode
Pengguna Google,5,2024-06-20 23:41:21,Sangat bermanfaat
Pengguna Google,5,2024-06-20 19:18:36,Ok
Pengguna Google,1,2024-06-20 17:21:09,"Daftar aja harus pergi kesana, daftar online tetap harus offline, kan lucu"
Pengguna Google,1,2024-06-20 16:42:05,indo indo tidak bisa apa apa bikin tusuk cilok z g becus sok soan bikin apk. semua g niat semua
Pengguna Google,1,2024-06-20 15:59:18,Malah tambah ribeud ni app
Pengguna Google,1,2024-06-20 15:00:56,Cara mendapatkan kode qr dari petugas bagaimana? Apkah harus ke dukcapil? Trus gunanya apl apa?
Pengguna Google,1,2024-06-20 15:00:27,"mau daftar online di suruh datang ke dukcapil, buat apa di buat ini blok"
Pengguna Google,4,2024-06-20 14:59:55,Aplikasi tidak bisa dibuka terjadi kesalahan koneksi
Pengguna Google,1,2024-06-20 14:23:50,Tambahkan pelayanan perubahan data pekerjaan
Pengguna Google,5,2024-06-20 14:00:05,Mantap
Pengguna Google,1,2024-06-20 13:39:27,Belum bisa digunakan. Maaf kasih bintang satu. Belum optimal aplikasinya. Daftar saja berhenti di ambil verifikasi foto. Sudah ga bisa ga dapet notif
Pengguna Google,1,2024-06-20 12:45:04,Aplikasi gak bisa digunakan sebagaimana mestinya..
Pengguna Google,1,2024-06-20 11:43:33,"kenapa gagal terus ya verifikasi foto nya, padahal cahaya sudah cukup"
Pengguna Google,1,2024-06-20 10:58:04,"Ruwet Terjadi kesalahan koneksi, Gae data gak kenek wifi gak kenek. Terus gae opoo cok"
Pengguna Google,1,2024-06-20 10:30:08,Yg td nya mau mudah tp ttp ajah hrs ke disduk buat barcode
Pengguna Google,2,2024-06-20 10:10:05,"Saat setelah saya update aps nya kok ada fitur atau opsi yang hilang?. Seperti cetak Kartu keluarga, sekarang saya jadi bingung kalau mau cetak KK"
Pengguna Google,1,2024-06-20 09:39:33,Susah buat foto mlh ribet
Pengguna Google,1,2024-06-20 07:47:03,nggak bisa di buka padahal jaringan bagus leletttttt
Pengguna Google,5,2024-06-20 07:03:07,Ok
Pengguna Google,5,2024-06-20 06:42:01,Good
Pengguna Google,1,2024-06-20 06:29:20,Tak bisa akses masuk
Pengguna Google,1,2024-06-20 06:04:39,"aplikasi gak jelas, apanya yg online kalo masih datang jg ke kantor dukcapil, hapus ajalah aplikasi ini, gak berguna sama sekali,"
Pengguna Google,5,2024-06-20 05:08:09,"Mantap,Akurat Dan maju terus Indonesia kependudukanKu"
Pengguna Google,1,2024-06-20 04:08:16,Apk pemerintah telek ....
Pengguna Google,5,2024-06-20 03:26:36,"kalau bisa semua data di sinkronkan jadi satu,mulai data pendidikan,perbankan dan lain nya,jadi kalau ada perubahan jenjang pendidikan tdk perlu merubah ke capilduk karena secara otomatis berubah sendiri sesuai data di kemendikbud"
Pengguna Google,1,2024-06-20 03:11:42,"Sering terjadi tidak ada koneksi,padahal sinyal hp saya kuat.....tolong d perbaiki"
Pengguna Google,1,2024-06-20 03:11:28,"Ini sebenernya bs dipakai ga c, br mau buka aplikasi kok memuat trs ga bs2, udh cb pke wifi va bs, pke paket data jg ga bs."
Pengguna Google,1,2024-06-20 03:11:26,"Aplikasi yang menyusahkan, bukan membuat gampang malah ribet"
Pengguna Google,1,2024-06-20 03:10:17,Aplikasinya tidak jelas lost conection terus
Pengguna Google,5,2024-06-20 02:57:34,Keren
Pengguna Google,1,2024-06-20 02:27:13,Birokrasi ribet digital tapi sdm belum mampu mengimbangi era digital
Pengguna Google,5,2024-06-20 02:12:34,Saya sangat setuju dengan pengalaman ini
Pengguna Google,5,2024-06-20 02:11:10,Keren
Pengguna Google,1,2024-06-20 01:18:09,kayaknya udah banyak yg respon minus tapi gk ada respon balik apalagi perbaikan. aplikasi menyusahkan!!
Pengguna Google,1,2024-06-20 00:27:10,"Aplikasi tidak berfungsi semaksimal mungkin, saya tidak bisa melihat dokumen saya, selalu ada tulisan ""dokumen sedang diintegrasikan"" itu maksud apa, sampai kapan?"
Pengguna Google,1,2024-06-20 00:27:01,Ga jelas Berulang ulang foto verilasi wajah Kagak Bisa Bisa Tolong jgn di Salah gunakan Nik yg sudah di daftar
Pengguna Google,1,2024-06-19 23:35:45,Semua tiap tiap kebutuhan masyarakat dibikin aplikasi termasuk dukcapil dan lain lain. Yang paling aneh adalah lo bikin banyak apk cuman buat nambah dana atau keluar dana pemerintah kan? Semua kebutuhan masyarakat kenapa gak dijadiin 1 apk aja udah dukcapil inilah itulah
Pengguna Google,5,2024-06-19 21:40:26,blm di coba
Pengguna Google,1,2024-06-19 14:32:46,Terlalu memaksakan
Pengguna Google,1,2024-06-19 13:59:47,Sekarang aplikasi GK bisa dibuka kenapa yh selalu muncul kesalahan koneksi sudah dicoba bermacam cara padahal aku pake wifi
Pengguna Google,2,2024-06-19 12:01:35,"KTP 1 tahun ga jadi2, solusi pakai IKD. Tapi malah bikin ribet, apa2 masih perlu kartu fisik, apk kadang susah dibuka saat dibutuhkan."
Pengguna Google,1,2024-06-19 07:52:20,"gaje, mau daftar online tapi harus antri ke capil, mana jauhh ..trus apa guna nya online, mending manual aja semua...bikin sistem kok nanggung, urus2 surat susah ...nasib2"
Pengguna Google,5,2024-06-19 07:08:50,sangat membantu
Pengguna Google,1,2024-06-19 07:00:27,Online tapi harus ke kantor minta QR. Anggran buat APK gede Regis Sulit.
Pengguna Google,1,2024-06-19 06:15:52,Ribet
Pengguna Google,1,2024-06-19 05:45:52,"Tolong ditamabah lagi opsinya,masa ada nama anak lain di data saya,dan GK bisa dhapus,"
Pengguna Google,3,2024-06-19 05:42:55,"Tujuannya baik, tp kalo mau login muter melulu. Semoga kedepanya ada perbaikan."
Fitra Fitrah,2,2024-06-19 05:25:55,Apk pler menyusahkan gk bisa login hpus aj apk ni bngst
Pengguna Google,5,2024-06-19 04:51:16,Bagus
Pengguna Google,1,2024-06-19 04:47:29,Ga bisa dipakai aplikasi tak berguna bikin susah rakyat
Pengguna Google,2,2024-06-19 04:33:19,Ga guna
Pengguna Google,5,2024-06-19 04:18:25,semoga bermanfaat
Pengguna Google,5,2024-06-19 03:32:41,gampang sekali prosesnya
Pengguna Google,5,2024-06-19 03:32:22,mantal
Pengguna Google,1,2024-06-19 03:30:36,Lemot sekali
Pengguna Google,1,2024-06-19 03:29:20,Tiidakbisa menggunakan KTP digital
Rohman Nur,5,2024-06-19 03:23:21,Keren
Pengguna Google,5,2024-06-19 03:23:04,Top markotop
Pengguna Google,5,2024-06-19 03:19:05,Keren
Key Lia,5,2024-06-19 03:12:52,Jos
Pengguna Google,5,2024-06-19 03:04:57,digital mantap
Pengguna Google,5,2024-06-19 02:55:17,PROVAM PATROLI RETRIBUSI
Pengguna Google,5,2024-06-19 02:50:40,Mantap
Pengguna Google,5,2024-06-19 02:30:32,Sangat simple dan bagus
Pengguna Google,1,2024-06-19 02:19:52,Ribet pol
Pengguna Google,1,2024-06-19 02:11:07,Mau masuk harus pake wifi Kalau gak pake wifi susahnya minta ampun gak bisa masuk
Pengguna Google,1,2024-06-19 02:07:07,"Zaman serba digital kenapa harus ketemu petugas di dukcapil? Riweh, ribet dan sekarepmu Boss"
Pengguna Google,1,2024-06-19 01:53:20,"Gunanya aplikasi untuk mempermudah dan memotong birokrasi yang panjang, klo suruh ke duk capil lagi ya ketemu lagi ama calo kocak"
Pengguna Google,1,2024-06-19 01:51:08,Selalu useless... Ribet ...
Pengguna Google,1,2024-06-19 01:31:33,"Ternyata setelah nyimak byk ulasan sudah byk yg terwakilkan sama pengguna apk ini yg lainnya. Klo bs diperbaiki lg dong apk nya,, mau masuk aj ga bisa"" kesalahan koneksi terus Pdhal kuota data seluler banyak udh 4g pula"
Pengguna Google,5,2024-06-19 01:19:42,Semoga bermanfaat
Pengguna Google,1,2024-06-19 01:02:23,Ribet (titik)
Pengguna Google,1,2024-06-18 23:15:01,Mau masuk akun kenapa pin salah terus ya? Padahal sudah benar
Pengguna Google,1,2024-06-18 20:57:23,"pengajuan cetak KK masih ga bisa, tunggu sebukan ga ada kabar...cm bisa cek ektp ajakah?"
Pengguna Google,1,2024-06-18 17:27:03,"Setelah adanya aplikasi ini, apakah Fotokopi katepe masih diperlukan?"
Pengguna Google,1,2024-06-18 16:59:18,Demen banget nyusahin rakyat
Dedi Setiadi,1,2024-06-18 16:17:41,Tidak bagus
Pengguna Google,3,2024-06-18 13:36:13,Bintang 3 dulu ya
Pengguna Google,1,2024-06-18 13:19:43,Aplikasi useless
Pengguna Google,1,2024-06-18 12:41:12,Tdk bs dibuka.
Pengguna Google,1,2024-06-18 12:36:19,Mau download tapi banyak ulasan nya jelek malas juga download nya
Pengguna Google,1,2024-06-18 10:01:46,Buat apa di bikin aplikasi kalo ngurus apa2 masih pake foto copy wkwkk. Sistemnya aja belum siap malah apk nya udah jadi wkwkk. Ini sama kaya sipd dll. Aplikasi udah suruh make tapi sistem dan org2nya ga siap hahaha konoha
Supri Hariyadi,5,2024-06-18 08:56:08,Assalamualaikum aktif
Pengguna Google,1,2024-06-18 06:46:03,Untuk apa cek online? Kalau ujungnya disuruh ke kantornya
Pengguna Google,1,2024-06-18 05:42:32,"Gak bisa login sama sekali. Diadakan Penyediaan layanan aplikasi seperti ini yang tidak ada gunanya sama sekali, bukan nya mempermudah eeh malah dipersulit untuk login aja kesalahan kesalahan terus"
Pengguna Google,1,2024-06-18 05:29:31,Tua bangka ngerti apa
Pengguna Google,5,2024-06-18 04:26:57,ok
Pengguna Google,5,2024-06-18 03:02:38,Masih ada beberapa bagian yg perlu diperbaiki & ditbah fasilitasnya
Pengguna Google,1,2024-06-18 02:37:09,Sangat tidak ptaktis.. Untuk daftar harus tetap ke kecamatan. Lalu apa gunanya aplikasi online?
Pengguna Google,2,2024-06-18 01:26:31,kalau belum siap apknya jangan di oprasikan dulu dong.
Pengguna Google,1,2024-06-17 19:23:05,Ribet lu ah
Pengguna Google,5,2024-06-17 18:43:27,Ini dukcapil aku
Doa Indung,1,2024-06-17 15:01:56,Butut
Pengguna Google,5,2024-06-17 14:11:33,Sangat membantu
Pengguna Google,1,2024-06-17 11:50:39,"susah bnget login verify wajah,kyk msh nob yg bikin app,pas isi data lag minta ampun wkwkw,belajar lg lah coding"
Pengguna Google,1,2024-06-17 10:47:38,"aplikasi gak jelas , mau daftar online dirumah malah ada bagian yg suruh scan kode qr yg dikasih petugas , aneh"
Pengguna Google,1,2024-06-17 03:51:39,Tetep masih repot..
Pengguna Google,1,2024-06-17 03:05:01,Buat vertifikasi foto selalu gak bisa.. Aplikasi gak guna...sampah
Pengguna Google,1,2024-06-17 02:42:50,"Useless, kalau harus antri lagi di DisDukCapil. Wasting time"
Pengguna Google,5,2024-06-17 02:34:56,Sangat membantu dalam melihat KTP
bagus surya,1,2024-06-17 02:14:46,Gak jelass
Pengguna Google,1,2024-06-17 01:45:26,Apk sampah ga guna baru dibuka aja udah ga bisa
Pengguna Google,1,2024-06-17 01:35:14,aplikasi apa ini. dibuka aja gabisa. sok2an digital. yg bikin orang orang tolol jadinya menyulitkan begini
Pengguna Google,1,2024-06-17 00:56:40,"Baru download langsung tanpa 1 jam langsung uninstall, aplikasi tidak bisa di buka,ternyata dari digital lebih lama lagi dari pada langsung ke kantor,"
Pengguna Google,5,2024-06-17 00:25:20,Sangat penting bagi saya
Pengguna Google,1,2024-06-16 22:57:37,"Tidak bisa connect, buffering di selamat datang.. bikin gapura atau aplikasi.."
Pengguna Google,1,2024-06-16 22:40:50,Sorry gk modal bikin apk?
Pengguna Google,1,2024-06-16 21:57:30,Lambatnya kinerja aplikasi. Parah
Pengguna Google,1,2024-06-16 17:55:27,Aplikasinya susah digunakan
Pengguna Google,1,2024-06-16 15:30:48,"Apk apa ga bisa masuk ke beranda nya???????invalid trus....padahal dah bener email,nik sm no tlp nya........."
Pengguna Google,1,2024-06-16 15:06:44,Pas masuk kode QR nya malah gk bisa²
Pengguna Google,3,2024-06-16 13:10:40,Sayangnya belum bisa dibuat pendaptaran akun perbankan yang berbasis online..
Pengguna Google,1,2024-06-16 11:15:46,Aplikasi sampah tetep aja suruh ke capil capil juga buat scan barcode
Pengguna Google,1,2024-06-16 09:42:29,Apaan dah liat no kk gabisa
Pengguna Google,3,2024-06-16 09:35:05,"Apk bagus tapi sayang tidak bisa upload dokumen untuk memperbaiki kesalahan KK,.. Masa sudah menikah tercatat ada surat nikah nya, di KK menikah belum tercatat... kacau"
Pengguna Google,1,2024-06-16 09:31:05,"Sama saja harus ke dukcapil untuk daftar aplikasi ini, aku gak jadi donlod ahh"
Pengguna Google,5,2024-06-16 08:22:37,"Amplikasi KTP digital sangat membantu pergi kemana mana,lupa bawa KTP di henfon sudah ada KTP..digital jadi praktis"
Pengguna Google,2,2024-06-16 07:32:51,"mau daftar nya susah , harus scan barcode, berarti hrs DTG ke kantor jg"
Pengguna Google,1,2024-06-16 06:53:35,"Aplikasi ini buat apa gunamya, ? Urus dokumen administrasi saja masih pakai poto copy ektp , Bikin ribet dan buang- buang anggaran negara. Keamanan data penduduk pun tdk terjamin masih rawan kasus pembobolan data pribadi. Saran saya jgn terlqlu kebanyakan bikin aplikasi. Bukannya memudahkan justru bikin pusing dan ribet"
Pengguna Google,5,2024-06-16 05:44:54,Bagus bnget
Pengguna Google,1,2024-06-15 23:29:05,Cara mengubah pin gimana ini. Ketika masuk gadak pilihan lupa password atau lupa pin. Saya lupa pinya berapa. Ada yang tau?
Pengguna Google,1,2024-06-15 22:07:43,GK usah pkai barcode lgi ribet
Pengguna Google,5,2024-06-15 16:25:58,Bagus
Pengguna Google,2,2024-06-15 15:46:47,Kenapa aplikasi identitas kepwndusukan sy tidak dapat di buka
Pengguna Google,1,2024-06-15 15:40:32,"Selalu terjadi, aplikasi yang dikeluarkan pemerintah bermasalah. Ini saja untuk login ke dalam aplikasi tidak bisa, diakibatkan koneksi. Padahal koneksi sudah baik dan bagus. Lalu bagaimana kita mengakses dan mendaftar KTP Digital jika untuk login saja tidak bisa. Payah"
Pengguna Google,4,2024-06-15 13:21:23,"Sy dah terdaftar tapi di ganti HP datanya tidak ada, kenapa ya sudah di instal dari HP lama ke HP yang baru."
Pengguna Google,1,2024-06-15 10:21:14,"Gk bisa di Install njir apa coba, Install aplikasi lain aja bisa😂, padahal lagi dibutuhin banget"
